6rd - 12
gl-sdk4-guest - git-2025.015.30076-25e0cdb-1
gl-sdk4-igmp - git-2025.042.14557-02cf0d2-1
gl-sdk4-ipv6 - git-2025.192.34625-5643562-1
gl-sdk4-keepcfg - git-2025.221.38898-8fd7b99-1
gl-sdk4-lan - git-2025.189.29276-0bdbe80-1
gl-sdk4-local-access - git-2025.197.36581-e3a4dd4-1
gl-sdk4-log - git-2024.360.32136-e57000a-1
gl-sdk4-logread - git-2025.230.42019-88aa8e0-1
gl-sdk4-lua-utils - git-2025.221.27155-40493f4-1
gl-sdk4-luci - git-2025.224.24679-7c2828d-1
gl-sdk4-modem - git-2025.211.12024-fc07971-1
gl-sdk4-mpifd - git-2025.099.35899-20ef29c-1
gl-sdk4-nas-exfat - 1.6-1
gl-sdk4-nas-utils - git-2025.221.27536-4ba2075
gl-sdk4-nas-web - git-2025.160.28361-7f36a00-1
gl-sdk4-netmode - git-2025.209.29955-cf97951-1
gl-sdk4-network - git-2025.137.36684-f575e5b-1
gl-sdk4-network-diag - git-2025.115.13494-368898c-1
gl-sdk4-ovpn-client - git-2025.221.27791-40b15d9-1
gl-sdk4-ovpn-server - git-2025.218.33878-b165deb-1
gl-sdk4-p2p-daemon - git-2025.100.31581-253f8f4-1
gl-sdk4-plugins - git-2025.175.29060-e13c295-1
gl-sdk4-portal - git-2025.015.31488-58ed9e8-1
gl-sdk4-qos - git-2025.196.36090-b0d4c29-1
gl-sdk4-qsdk-wifi - git-2025.177.09009-94f5e21-1
gl-sdk4-repeater-v2 - git-2025.213.37949-24e0c86-1
gl-sdk4-rtty - git-2025.210.38331-3c52af5-1
gl-sdk4-s2s - git-2025.108.04233-dd4496f-1
gl-sdk4-screen - git-2025.223.05965-a7c17d3-1
gl-sdk4-sip_alg - git-2025.219.32438-913177f-1
gl-sdk4-sms-forward - git-2025.073.26835-2850471-1
gl-sdk4-switch-button - git-2025.198.10582-0582124-1
gl-sdk4-system - git-2025.221.26228-700eebb-1
gl-sdk4-tailscale - git-2025.115.15781-4b8df63-1
gl-sdk4-tethering - git-2025.193.29750-7f42530-1
gl-sdk4-timer - git-2025.211.25670-c61d112-1
gl-sdk4-tor - git-2025.191.28776-5467c65-1
gl-sdk4-uci - git-2025.042.27505-7e5f319-1
gl-sdk4-ui-adguardhome - git-2025.155.04603-c86dc60-1
gl-sdk4-ui-advanced - git-2025.184.37069-ac1c8ed-1
gl-sdk4-ui-astrowarp - git-2025.219.24839-43c462b-1
gl-sdk4-ui-bridge - git-2025.200.43339-5520915-1
gl-sdk4-ui-btnsettings - git-2025.196.37587-690085d-1
gl-sdk4-ui-clients - git-2025.156.31946-7ce8c70-1
gl-sdk4-ui-cloud - git-2025.078.06912-4036693-1
gl-sdk4-ui-core - git-2025.211.27317-3ccf8af-1
gl-sdk4-ui-display - git-2025.202.36235-b6c100c-1
gl-sdk4-ui-dnsview - git-2025.197.44545-c2b0c84-1
gl-sdk4-ui-dynamicdns - git-2025.050.27628-5f0b37f-1
gl-sdk4-ui-edgerouter - git-2025.177.10616-6f34d55-1
gl-sdk4-ui-firewallview - git-2025.162.37381-9033056-1
gl-sdk4-ui-guestip - git-2025.111.23736-e5ec5b9-1
gl-sdk4-ui-home - git-2025.191.37200-65100ed-1
gl-sdk4-ui-igmp - git-2025.139.07152-3e59dc4-1
gl-sdk4-ui-internet - git-2025.212.37976-46216f9-1
gl-sdk4-ui-ipv6 - git-2025.212.36074-58cbb91-1
gl-sdk4-ui-lanip - git-2025.155.04603-c86dc60-1
gl-sdk4-ui-login - git-2025.174.35746-4c0b905-1
gl-sdk4-ui-logview - git-2025.196.35541-efd2256-1
gl-sdk4-ui-multiwan - git-2025.155.04603-c86dc60-1
gl-sdk4-ui-nasview - git-2025.192.25417-eba8bf5-1
gl-sdk4-ui-netadvanced - git-2024.158.25895-52dfd18-1
gl-sdk4-ui-netnat - git-2025.219.24839-43c462b-1
gl-sdk4-ui-netport - git-2025.141.23547-642a06d-1
gl-sdk4-ui-overview - git-2025.195.30862-c349a6c-1
gl-sdk4-ui-ovpnclient - git-2025.211.27317-3ccf8af-1
gl-sdk4-ui-ovpnserver - git-2025.191.25986-a4b2e2c-1
gl-sdk4-ui-parentalcontrol - git-2025.217.32821-e1bdabb-1
gl-sdk4-ui-plugins - git-2025.175.23103-66667c7-1
gl-sdk4-ui-process - git-2025.169.32014-88bcc8a-1
gl-sdk4-ui-reset - git-2024.158.25895-52dfd18-1
gl-sdk4-ui-security - git-2025.175.14236-9e92f54-1
gl-sdk4-ui-sms - git-2025.127.04761-713903b-1
gl-sdk4-ui-tailscaleview - git-2025.155.04603-c86dc60-1
gl-sdk4-ui-timedtask - git-2025.221.55021-3413123-1
gl-sdk4-ui-timezone - git-2025.196.09202-af9bbf3-1
gl-sdk4-ui-torview - git-2025.079.24462-1bb5b51-1
gl-sdk4-ui-upgrade - git-2025.155.04603-c86dc60-1
gl-sdk4-ui-vlan - git-2024.158.25895-52dfd18-1
gl-sdk4-ui-vpndashboard - git-2025.211.27317-3ccf8af-1
gl-sdk4-ui-welcome - git-2025.217.29056-1802755-1
gl-sdk4-ui-wgclient - git-2025.162.39230-ae2b9d1-1
gl-sdk4-ui-wgserver - git-2025.191.25986-a4b2e2c-1
gl-sdk4-ui-wireless - git-2025.196.13043-f7161e2-1
gl-sdk4-ui-zerotierview - git-2025.155.04603-c86dc60-1
gl-sdk4-upgrade - git-2025.224.23313-f260d36-1
gl-sdk4-utils - git-2025.223.08947-53b2749-1
gl-sdk4-vpn-client - git-2025.231.51988-85b3c4b-1
gl-sdk4-vpn-policy - git-2025.224.15519-4b4a2ec-1
gl-sdk4-webdav - git-2025.206.35290-1cf3476
gl-sdk4-wg-client - git-2025.225.37259-a5660e1-1
gl-sdk4-wg-server - git-2025.209.42661-0589956-1
gl-sdk4-wifi - git-2025.220.05415-0a4f92e-1
gl-sdk4-zerotier - git-2025.057.33768-e2e1112-1
i2c-tools - 4.3-3
ip-bridge - 6.3.0-1
ip-full - 6.3.0-1
ip6tables-nft - 1.8.8-2
iperf - 2.1.9-1
ipset - 7.17-1
iptables-mod-conntrack-extra - 1.8.8-2
iptables-mod-extra - 1.8.8-2
iptables-mod-filter - 1.8.8-2
iptables-mod-fullconenat - 2023-01-01-74c5e6f3-1
iptables-mod-ipopt - 1.8.8-2
iptables-mod-ipsec - 1.8.8-2
iptables-mod-nat-extra - 1.8.8-2
iptables-mod-physdev - 1.8.8-2
iptables-mod-tproxy - 1.8.8-2
iptables-nft - 1.8.8-2
iputils-tracepath - 20211215-2
isc-dhcp-relay-ipv6 - 4.4.3-P1-1
iw - 5.19-1
iwinfo - 2023-07-01-ca79f641-1
jansson4 - 2.14-3
jshn - 2023-05-23-75a3b870-1
jsonfilter - 2024-01-23-594cfa86-1
kernel - 5.4.213-1-9bbeb3b224e3e25c93c10e0a5e1b66bd
kmod-arptables - 5.4.213-1
kmod-asn1-decoder - 5.4.213-1
kmod-ata-ahci - 5.4.213-1
kmod-ata-core - 5.4.213-1
kmod-backlight - 5.4.213-1
kmod-backlight-pwm - 5.4.213-1
kmod-block2mtd - 5.4.213-1
kmod-bonding - 5.4.213-1
kmod-bootconfig - 5.4.213+1-1
kmod-br-netfilter - 5.4.213-1
kmod-button-hotplug - 5.4.213-3
kmod-cfg80211-internal - 5.4.213+g352296e-1
kmod-crypto-acompress - 5.4.213-1
kmod-crypto-aead - 5.4.213-1
kmod-crypto-arc4 - 5.4.213-1
kmod-crypto-authenc - 5.4.213-1
kmod-crypto-cbc - 5.4.213-1
kmod-crypto-chacha20poly1305 - 5.4.213-1
kmod-crypto-crc32 - 5.4.213-1
kmod-crypto-crc32c - 5.4.213-1
kmod-crypto-ctr - 5.4.213-1
kmod-crypto-deflate - 5.4.213-1
kmod-crypto-des - 5.4.213-1
kmod-crypto-ecb - 5.4.213-1
kmod-crypto-echainiv - 5.4.213-1
kmod-crypto-gcm - 5.4.213-1
kmod-crypto-gf128 - 5.4.213-1
kmod-crypto-ghash - 5.4.213-1
kmod-crypto-hash - 5.4.213-1
kmod-crypto-hmac - 5.4.213-1
kmod-crypto-lib-chacha20 - 5.4.213-1
kmod-crypto-lib-chacha20poly1305 - 5.4.213-1
kmod-crypto-lib-poly1305 - 5.4.213-1
kmod-crypto-manager - 5.4.213-1
kmod-crypto-md5 - 5.4.213-1
kmod-crypto-null - 5.4.213-1
kmod-crypto-rng - 5.4.213-1
kmod-crypto-seqiv - 5.4.213-1
kmod-crypto-sha1 - 5.4.213-1
kmod-crypto-sha512 - 5.4.213-1
kmod-crypto-user - 5.4.213-1
kmod-diag-char - 5.4.213+1-1
kmod-emesh-sp - 5.4.213+g352296e-1
kmod-fb - 5.4.213-1
kmod-fb-sys-fops - 5.4.213-1
kmod-fb-sys-ram - 5.4.213-1
kmod-fb-tft - 5.4.213-1
kmod-fb-tft-glinet-logo - 5.4.213-1
kmod-fb-tft-st7789p3 - 5.4.213-1
kmod-fs-configfs - 5.4.213-1
kmod-fs-exfat - 5.4.213-1
kmod-fs-ext4 - 5.4.213-1
kmod-fs-f2fs - 5.4.213-1
kmod-fs-msdos - 5.4.213-1
kmod-fs-ntfs - 5.4.213-1
kmod-fs-vfat - 5.4.213-1
kmod-fuse - 5.4.213-1
kmod-gl-sdk4-black_white_list - 5.4.213+git-2025.223.14642-dd8b158-1
kmod-gl-sdk4-dns-mark - 5.4.213+git-2025.220.27765-b11efc9-1
kmod-gl-sdk4-fan - 5.4.213+git-2025.020.35137-beb76bd-1
kmod-gl-sdk4-hw-check - 5.4.213+git-2025.189.32048-ad85675-1
kmod-gl-sdk4-hw-info - 5.4.213+git-2025.188.45352-e398650-1
kmod-gl-sdk4-kmwan - 5.4.213+git-2025.182.24726-5160ea5-1
kmod-gl-sdk4-mpflow_statistics - 5.4.213+git-2024.352.34343-ddc056a-1
kmod-gl-sdk4-mtd-rw - 5.4.213+git-2025.105.29034-49e0153-1
kmod-gl-sdk4-parental-control - 5.4.213+git-2025.219.22513-2a2b725-1
kmod-gl-sdk4-repeater - 5.4.213+git-2025.213.37949-24e0c86-1
kmod-gl-sdk4-tertf - 5.4.213+git-2025.076.12191-ddbaf76-1
kmod-gpio-button-hotplug - 5.4.213-3
kmod-gre - 5.4.213-1
kmod-gre6 - 5.4.213-1
kmod-hwmon-core - 5.4.213-1
kmod-hwmon-pwmfan - 5.4.213-1
kmod-i2c-algo-bit - 5.4.213-1
kmod-i2c-core - 5.4.213-1
kmod-i2c-gpio - 5.4.213-1
kmod-ifb - 5.4.213-1
kmod-ikconfig - 5.4.213-1
kmod-inet-diag - 5.4.213-1
kmod-input-core - 5.4.213-1
kmod-input-evdev - 5.4.213-1
kmod-input-touchscreen-cst816d - 5.4.213-1
kmod-ip6-tunnel - 5.4.213-1
kmod-ip6tables - 5.4.213-1
kmod-ipsec - 5.4.213-1
kmod-ipsec4 - 5.4.213-1
kmod-ipsec6 - 5.4.213-1
kmod-ipt-conntrack - 5.4.213-1
kmod-ipt-conntrack-extra - 5.4.213-1
kmod-ipt-core - 5.4.213-1
kmod-ipt-extra - 5.4.213-1
kmod-ipt-filter - 5.4.213-1
kmod-ipt-fullconenat - 5.4.213+2023-01-01-74c5e6f3-1
kmod-ipt-ipopt - 5.4.213-1
kmod-ipt-ipsec - 5.4.213-1
kmod-ipt-ipset - 5.4.213-1
kmod-ipt-nat - 5.4.213-1
kmod-ipt-nat-extra - 5.4.213-1
kmod-ipt-nat6 - 5.4.213-1
kmod-ipt-nathelper-rtsp - 5.4.213+3.24-1
kmod-ipt-physdev - 5.4.213-1
kmod-ipt-raw - 5.4.213-1
kmod-ipt-raw6 - 5.4.213-1
kmod-ipt-sctp - 5.4.213-1
kmod-ipt-tproxy - 5.4.213-1
kmod-iptunnel - 5.4.213-1
kmod-iptunnel4 - 5.4.213-1
kmod-iptunnel6 - 5.4.213-1
kmod-l2tp - 5.4.213-1
kmod-l2tp-eth - 5.4.213-1
kmod-l2tp-ip - 5.4.213-1
kmod-leds-gpio - 5.4.213-1
kmod-lib-crc-ccitt - 5.4.213-1
kmod-lib-crc16 - 5.4.213-1
kmod-lib-crc32c - 5.4.213-1
kmod-lib-textsearch - 5.4.213-1
kmod-lib-zlib-deflate - 5.4.213-1
kmod-lib-zlib-inflate - 5.4.213-1
kmod-macvlan - 5.4.213-1
kmod-mii - 5.4.213-1
kmod-mpls - 5.4.213-1
kmod-mppe - 5.4.213-1
kmod-mptcp - 5.4.213-1
kmod-mtdoops - 5.4.213-1
kmod-nat46 - 5.4.213+2022-09-19-4c5beee2-1
kmod-nf-conncount - 5.4.213-1
kmod-nf-conntrack - 5.4.213-1
kmod-nf-conntrack-netlink - 5.4.213-1
kmod-nf-conntrack-sip - 5.4.213-1
kmod-nf-conntrack6 - 5.4.213-1
kmod-nf-flow - 5.4.213-1
kmod-nf-ipt - 5.4.213-1
kmod-nf-ipt6 - 5.4.213-1
kmod-nf-log - 5.4.213-1
kmod-nf-log6 - 5.4.213-1
kmod-nf-nat - 5.4.213-1
kmod-nf-nat-sip - 5.4.213-1
kmod-nf-nat6 - 5.4.213-1
kmod-nf-nathelper - 5.4.213-1
kmod-nf-nathelper-extra - 5.4.213-1
kmod-nf-reject - 5.4.213-1
kmod-nf-reject6 - 5.4.213-1
kmod-nf-socket - 5.4.213-1
kmod-nf-tproxy - 5.4.213-1
kmod-nfnetlink - 5.4.213-1
kmod-nft-compat - 5.4.213-1
kmod-nft-core - 5.4.213-1
kmod-nft-fib - 5.4.213-1
kmod-nft-nat - 5.4.213-1
kmod-nft-netdev - 5.4.213-1
kmod-nft-offload - 5.4.213-1
kmod-nft-socket - 5.4.213-1
kmod-nft-tproxy - 5.4.213-1
kmod-nls-base - 5.4.213-1
kmod-nls-cp437 - 5.4.213-1
kmod-nls-iso8859-1 - 5.4.213-1
kmod-nls-utf8 - 5.4.213-1
kmod-nsh - 5.4.213-1
kmod-nss-udp-st-drv - 5.4.213+g352296e-1
kmod-openvswitch - 5.4.213+2.17.9-1
kmod-ovpn-dco-v2 - 5.4.213+0.2.20241216-1
kmod-ppp - 5.4.213-1
kmod-pppoe - 5.4.213-1
kmod-pppol2tp - 5.4.213-1
kmod-pppox - 5.4.213-1
kmod-pptp - 5.4.213-1
kmod-qca-cnss - 5.4.213+g352296e-1
kmod-qca-mcs - 5.4.213+g352296e-1
kmod-qca-nss-dp - 5.4.213+g352296e-1
kmod-qca-nss-ecm-premium - 5.4.213+g352296e-1
kmod-qca-nss-ecm-wifi-plugin - 5.4.213+g352296e-1
kmod-qca-nss-eip - 5.4.213+g352296e-1
kmod-qca-nss-eip-crypto - 5.4.213+g352296e-1
kmod-qca-nss-eip-ipsec - 5.4.213+g352296e-1
kmod-qca-nss-fls - 5.4.213+g352296e-1
kmod-qca-nss-macsec - 5.4.213+g352296e-1
kmod-qca-nss-nsm - 5.4.213+g352296e-1
kmod-qca-nss-ppe - 5.4.213+g352296e-2
kmod-qca-nss-ppe-bridge-mgr - 5.4.213+g352296e-2
kmod-qca-nss-ppe-ds - 5.4.213+g352296e-1
kmod-qca-nss-ppe-gretap - 5.4.213+g352296e-2
kmod-qca-nss-ppe-l2tp - 5.4.213+g352296e-2
kmod-qca-nss-ppe-lag-mgr - 5.4.213+g352296e-2
kmod-qca-nss-ppe-mapt - 5.4.213+g352296e-2
kmod-qca-nss-ppe-mirror-test - 5.4.213+g352296e-1
kmod-qca-nss-ppe-netlink - 5.4.213+g352296e-2
kmod-qca-nss-ppe-pppoe-mgr - 5.4.213+g352296e-2
kmod-qca-nss-ppe-qdisc - 5.4.213+g352296e-2
kmod-qca-nss-ppe-rule - 5.4.213+g352296e-2
kmod-qca-nss-ppe-tun - 5.4.213+g352296e-2
kmod-qca-nss-ppe-tunipip6 - 5.4.213+g352296e-2
kmod-qca-nss-ppe-vlan-mgr - 5.4.213+g352296e-2
kmod-qca-nss-ppe-vp - 5.4.213+g352296e-2
kmod-qca-nss-ppe-vxlanmgr - 5.4.213+g352296e-2
kmod-qca-nss-sfe - 5.4.213+g352296e-1
kmod-qca-ovsmgr - 5.4.213+g352296e-2
kmod-qca-ssdk-nohnat - 5.4.213+g352296e-1
kmod-qca-wifi-unified-profile - 5.4.213+g352296e-1
kmod-qca8k - 5.4.213-1
kmod-qpic_panel_ertft - 5.4.213+1-1
kmod-rsrcmgr-netstandby-drv - 5.4.213+g352296e-2
kmod-sched - 5.4.213-1
kmod-sched-act-ipt - 5.4.213-1
kmod-sched-act-police - 5.4.213-1
kmod-sched-cake - 5.4.213-1
kmod-sched-connmark - 5.4.213-1
kmod-sched-core - 5.4.213-1
kmod-sched-pie - 5.4.213-1
kmod-sched-prio - 5.4.213-1
kmod-sched-red - 5.4.213-1
kmod-scsi-core - 5.4.213-1
kmod-sit - 5.4.213-1
kmod-slhc - 5.4.213-1
kmod-sound-core - 5.4.213-1
kmod-spi-bitbang - 5.4.213-1
kmod-tun - 5.4.213-1
kmod-udptunnel4 - 5.4.213-1
kmod-udptunnel6 - 5.4.213-1
kmod-usb-acm - 5.4.213-1
kmod-usb-configfs - 5.4.213+1-1
kmod-usb-core - 5.4.213-1
kmod-usb-dwc3-internal - 5.4.213+1-1
kmod-usb-dwc3-qcom-internal - 5.4.213+1-1
kmod-usb-f-diag - 5.4.213+1-1
kmod-usb-gadget - 5.4.213-1
kmod-usb-gdiag - 5.4.213+1-1
kmod-usb-lib-composite - 5.4.213-1
kmod-usb-net - 5.4.213-1
kmod-usb-net-cdc-ether - 5.4.213-1
kmod-usb-net-cdc-ncm - 5.4.213-1
kmod-usb-net-huawei-cdc-ncm - 5.4.213-1
kmod-usb-net-ipheth - 5.4.213-1
kmod-usb-net-qmi-wwan - 5.4.213-1
kmod-usb-net-rndis - 5.4.213-1
kmod-usb-phy-ipq5018 - 5.4.213+1-1
kmod-usb-serial - 5.4.213-1
kmod-usb-serial-option - 5.4.213-1
kmod-usb-serial-wwan - 5.4.213-1
kmod-usb-storage - 5.4.213-1
kmod-usb-storage-uas - 5.4.213-1
kmod-usb-wdm - 5.4.213-1
kmod-usb-xhci-hcd - 5.4.213-1
kmod-usb3 - 5.4.213-1
kmod-veth - 5.4.213-1
kmod-vxlan - 5.4.213-1
kmod-wifidog-ng - 5.4.213+2.0.0-1
kmod-wireguard - 5.4.213+1.0.20220627-1
libatomic1 - 12.3.0-4
libattr - 2.5.1-1
libavahi-client - 0.8-8
libavahi-dbus-support - 0.8-8
libblkid1 - 2.39-2
libblobmsg-json20230523 - 2023-05-23-75a3b870-1
libbpf1 - 1.2.2-1
libbz2-1.0 - 1.0.8-1
libc - 1.2.4-4
libcap - 2.69-1
libcap-ng - 0.8.3-2
libcomerr0 - 1.47.0-2
libcurl4 - 8.6.0-1
libdaemon - 0.14-5
libdbus - 1.13.18-12
libelf1 - 0.189-1
libev - 4.33-2
libevent2-7 - 2.1.12-1
libexif - 0.6.24-1
libexpat - 2.5.0-1
libext2fs2 - 1.47.0-2
libf2fs6 - 1.16.0-1
libffmpeg-audio-dec - 6.1.2-2
libflac - 1.3.4-1
libgcc1 - 12.3.0-4
libgcrypt - 1.10.2-1
libgmp10 - 6.2.1-1
libgnutls - 3.8.3-1
libgpg-error - 1.47-1
libhyficommon - g352296e-1
libi2c - 4.3-3
libid3tag - 0.16.3-1
libimobiledevice - 1.3.0-2
libipset13 - 7.17-1
libiptext-nft0 - 1.8.8-2
libiptext0 - 1.8.8-2
libiptext6-0 - 1.8.8-2
libiwinfo-lua - 2023-07-01-ca79f641-1
libiwinfo-lua54 - 1
libiwinfo20230701 - 2023-07-01-ca79f641-1
libjpeg-turbo - 2.1.4-2
libjson-c5 - 0.16-3
libjson-script20230523 - 2023-05-23-75a3b870-1
liblua5.1.5 - 5.1.5-10
liblua5.4-5.4 - 5.4.7-1
liblz4-1 - 1.9.4-1
liblzma - 5.4.6-1
liblzo2 - 2.10-4
libmagic - 5.44-1
libminiupnpc - 2.2.3-1
libmnl0 - 1.0.5-1
libnatpmp1 - 20150609-3
libncurses6 - 6.4-2
libnetfilter-conntrack3 - 1.0.9-2
libnetfilter-cthelper0 - 1.0.0-2
libnetfilter-cttimeout1 - 1.0.0-2
libnetfilter-queue1 - 1.0.5-4
libnettle8 - 3.9.1-1
libnfnetlink0 - 1.0.2-1
libnftnl11 - 1.2.6-1
libnghttp2-14 - 1.57.0-1
libnl-cli200 - 3.7.0-1
libnl-core200 - 3.7.0-1
libnl-genl200 - 3.7.0-1
libnl-nf200 - 3.7.0-1
libnl-ppe - 1
libnl-route200 - 3.7.0-1
libnl-tiny1 - 2023-07-27-bc92a280-1
libnl200 - 3.7.0-1
libogg0 - 1.3.5-1
libopenssl-conf - 3.0.13-1
libopenssl-legacy - 3.0.13-1
libopenssl3 - 3.0.13-1
libpcap1 - 1.10.4-1
libpcre - 8.44-3
libplist - 2.2.0-3
libpopt0 - 1.19-1
libpthread - 1.2.4-4
libreadline8 - 8.2-1
libroxml2 - 3.0.2-2
librt - 1.2.4-4
libsmartcols1 - 2.39-2
libsqlite3-0 - 3410200-1
libss2 - 1.47.0-2
libstdcpp6 - 12.3.0-4
libtasn1 - 4.19.0-2
libtcmd - g352296e-1
libtirpc - 1.3.3-1
libubox-lua - 2023-05-23-75a3b870-1
libubox20230523 - 2023-05-23-75a3b870-1
libubus-lua - 2023-06-05-f787c97b-1
libubus20230605 - 2023-06-05-f787c97b-1
libuci-lua - 2023-08-10-5781664d-1
libuci-lua54 - 1
libuci20130104 - 2023-08-10-5781664d-1
libuclient20201210 - 2023-04-13-007d9454-1
libucode20230711 - 2023-11-07-a6e75e02-1
liburing - 2.3-1
libusb-1.0-0 - 1.0.26-3
libusbmuxd - 2.0.2-1
libustream-openssl20201210 - 2023-02-25-498f6e26-1
libuuid1 - 2.39-2
libuv1 - 1.48.0-1
libvorbis - 1.3.7-2
libwifisoncfg - g352296e-1
libxml2 - 2.11.4-1
libxtables12 - 1.8.8-2
libyaml - 0.2.5-1
logd - 2022-08-13-4c7b720b-2
losetup - 2.39-2
lsqlite3 - 0.9.5-1
lsqlite3-lua5.4 - 0.9.5-1
lua - 5.1.5-10
lua-cjson - 2.1.0-1
lua-cjson-lua5.4 - 2.1.0-1
lua-eco - 3.11.0-2
lua-eco-base64 - 3.11.0-2
lua-eco-dns - 3.11.0-2
lua-eco-hmac - 3.11.0-2
lua-eco-http - 3.11.0-2
lua-eco-ip - 3.11.0-2
lua-eco-log - 3.11.0-2
lua-eco-md5 - 3.11.0-2
lua-eco-mqtt - 3.11.0-2
lua-eco-netlink - 3.11.0-2
lua-eco-nl80211 - 3.11.0-2
lua-eco-sha256 - 3.11.0-2
lua-eco-socket - 3.11.0-2
lua-eco-ssl - 3.11.0-2
lua-eco-termios - 3.11.0-2
lua-eco-ubus - 3.11.0-2
luabitop - 1.0.2-1
luci-app-upnp - git-24.316.15780-3601c2a
luci-i18n-upnp-zh-cn - git-24.316.15780-3601c2a
map - 7
mcproxy - 2017-08-24-93b5ace4-9
minidlna - 1.3.2-1
minidump - g352296e-1
miniupnpd-nftables - 2.3.3-2
mkf2fs - 1.16.0-1
mptun-core - 2024-01-04-52c8e708
mtd - 26
netifd - 2024-01-04-c18cc79d-1
nftables-json - 1.0.8-1
nginx-ssl - 1.26.1-1
nss-udp-st - g352296e-1
ntfs-3g - 2022.10.3-1
ntfs-3g-utils - 2022.10.3-1
odhcp6c - 2023-05-12-bcd28363-20
odhcpd-ipv6only - 2023-10-24-d8118f6e-1
openssl-util - 3.0.13-1
openvpn-easy-rsa - 3.1.3-1
openvpn-openssl - 2.6.12-1
openwrt-keyring - 2022-03-25-62471e69-2
opkg - 2022-02-24-d038e5b6-2
oui-librpc - git-2024.362.14668-43ca456-1
pm-utils - 1.4.1-1
ppecfg - 1
ppp - 2.4.9.git-2021-01-04-4
ppp-mod-pppoe - 2.4.9.git-2021-01-04-4
ppp-mod-pppol2tp - 2.4.9.git-2021-01-04-4
ppp-mod-pptp - 2.4.9.git-2021-01-04-4
pppoe-discovery - 2.4.9.git-2021-01-04-4
procd - 2023-06-25-2db83655-2
procd-seccomp - 2023-06-25-2db83655-2
procd-ujail - 2023-06-25-2db83655-2
qca-acfg - g352296e-1
qca-cfg80211 - g352296e-1
qca-cfg80211tool - g352296e-1
qca-cnss-daemon - g352296e-1
qca-diag - g352296e-1
qca-hapd-supp - g352296e-1
qca-hapd-supp-macsec - g352296e-1
qca-hostapd-cli - g352296e-1
qca-icm - g352296e-1
qca-iface-mgr - g352296e-1
qca-lowi - g352296e-1
qca-mcs-apps - g352296e-1
qca-nsm-app - g352296e-1
qca-nsm-lib - g352296e-1
qca-qmi-framework - g352296e-1
qca-sal-qos - g352296e-1
qca-sal-qos-test - g352296e-1
qca-sal-rule - g352296e-1
qca-sal-rule-test - g352296e-1
qca-spectral - g352296e-1
qca-ssdk-shell - g352296e-1
qca-thermald - g352296e-1
qca-wifi-scripts - 1
qca-wlanfw-upgrade - 1
qca-wpa-cli - g352296e-1
qca-wrapd - g352296e-1
qti-encrypt - 1.0-1
qti-license-pfm - 1
qti-mfg-provision - 1.0-1
qti-softsku-license-loader-libs - g2a47c27-1
relayd - 2023-01-28-f646ba40-1
resolveip - 2
rng-tools - 6.15-2
rp-pppoe-common - 3.15-1
rp-pppoe-server - 3.15-1
rpcd - 2023-07-01-c07ab2f9-1
rpcd-mod-file - 2023-07-01-c07ab2f9-1
